index,Seed,Ticks,SuccessfulInfluence,Topology,neighborhood,num_agents,num_features,num_traits,communication_regime,homophily,seed,Regions,Isolates,Homogeneity,AverageDistance
0,34695,56084,20282,grid,moore,100,5,15,one-to-one,0.25,34695,2,1,0.99,0.02
0,97421,92500,30862,grid,moore,100,5,15,one-to-one,0.25,97421,1,0,1.0,0.0
0,77723,70382,22132,grid,moore,100,5,15,one-to-one,0.25,77723,3,0,0.95,0.08
0,71334,64689,20761,grid,moore,100,5,15,one-to-one,0.25,71334,3,2,0.98,0.04
0,21753,69544,23771,grid,moore,100,5,15,one-to-one,0.25,21753,2,1,0.99,0.02
0,68004,69511,20828,grid,moore,100,5,15,one-to-one,0.25,68004,1,0,1.0,0.0
0,25904,63666,24168,grid,moore,100,5,15,one-to-one,0.25,25904,1,0,1.0,0.0
0,71703,84470,24951,grid,moore,100,5,15,one-to-one,0.25,71703,1,0,1.0,0.0
0,46641,60925,20419,grid,moore,100,5,15,one-to-one,0.25,46641,3,1,0.97,0.055
0,71790,86442,23254,grid,moore,100,5,15,one-to-one,0.25,71790,2,0,0.98,0.035
0,11479,74198,20351,grid,moore,100,5,15,one-to-one,0.25,11479,2,0,0.97,0.05
0,86754,78227,24682,grid,moore,100,5,15,one-to-one,0.25,86754,2,1,0.99,0.02
0,75353,80935,20045,grid,moore,100,5,15,one-to-one,0.25,75353,8,3,0.88,0.205
0,82892,48597,15838,grid,moore,100,5,15,one-to-one,0.25,82892,2,0,0.97,0.05
0,97993,85419,24922,grid,moore,100,5,15,one-to-one,0.25,97993,2,1,0.99,0.02
0,40279,64877,18351,grid,moore,100,5,15,one-to-one,0.25,40279,1,0,1.0,0.0
0,76086,42828,14732,grid,moore,100,5,15,one-to-one,0.25,76086,1,0,1.0,0.0
0,77080,85891,25875,grid,moore,100,5,15,one-to-one,0.25,77080,4,2,0.96,0.075
0,89873,100327,27921,grid,moore,100,5,15,one-to-one,0.25,89873,3,2,0.98,0.04
0,46370,89086,25420,grid,moore,100,5,15,one-to-one,0.25,46370,2,1,0.99,0.02
0,56249,84192,30619,grid,moore,100,5,15,one-to-one,0.25,56249,1,0,1.0,0.0
0,94763,75168,21074,grid,moore,100,5,15,one-to-one,0.25,94763,2,0,0.94,0.08
0,78678,58577,17421,grid,moore,100,5,15,one-to-one,0.25,78678,2,0,0.98,0.035
0,40246,69788,23175,grid,moore,100,5,15,one-to-one,0.25,40246,3,2,0.98,0.04
0,23189,72894,25759,grid,moore,100,5,15,one-to-one,0.25,23189,1,0,1.0,0.0
0,97977,102205,31356,grid,moore,100,5,15,one-to-one,0.25,97977,1,0,1.0,0.0
0,91512,60349,20391,grid,moore,100,5,15,one-to-one,0.25,91512,1,0,1.0,0.0
0,85963,46165,15125,grid,moore,100,5,15,one-to-one,0.25,85963,1,0,1.0,0.0
0,47920,72104,24458,grid,moore,100,5,15,one-to-one,0.25,47920,1,0,1.0,0.0
0,10436,93621,32838,grid,moore,100,5,15,one-to-one,0.25,10436,3,2,0.98,0.04
0,14388,75999,25409,grid,moore,100,5,15,one-to-one,0.25,14388,1,0,1.0,0.0
0,68818,43929,14326,grid,moore,100,5,15,one-to-one,0.25,68818,3,1,0.97,0.055
0,92303,69603,16911,grid,moore,100,5,15,one-to-one,0.25,92303,4,2,0.86,0.16
0,72773,63730,22676,grid,moore,100,5,15,one-to-one,0.25,72773,1,0,1.0,0.0
0,72634,67687,20888,grid,moore,100,5,15,one-to-one,0.25,72634,3,1,0.96,0.07
0,51199,51651,14480,grid,moore,100,5,15,one-to-one,0.25,51199,4,2,0.95,0.0825
0,40823,79514,22922,grid,moore,100,5,15,one-to-one,0.25,40823,2,0,0.97,0.045
0,97459,69208,23096,grid,moore,100,5,15,one-to-one,0.25,97459,1,0,1.0,0.0
0,24013,60356,20263,grid,moore,100,5,15,one-to-one,0.25,24013,2,1,0.99,0.02
0,27812,92734,22444,grid,moore,100,5,15,one-to-one,0.25,27812,4,2,0.9,0.1275
0,29398,47679,11658,grid,moore,100,5,15,one-to-one,0.25,29398,5,3,0.92,0.11
0,71876,82230,23744,grid,moore,100,5,15,one-to-one,0.25,71876,2,0,0.97,0.05
0,92686,83281,26081,grid,moore,100,5,15,one-to-one,0.25,92686,2,0,0.98,0.035
0,69995,80905,27598,grid,moore,100,5,15,one-to-one,0.25,69995,1,0,1.0,0.0
0,61264,56152,17717,grid,moore,100,5,15,one-to-one,0.25,61264,2,1,0.99,0.02
0,98389,42367,13692,grid,moore,100,5,15,one-to-one,0.25,98389,2,1,0.99,0.02
0,49131,68503,22178,grid,moore,100,5,15,one-to-one,0.25,49131,2,1,0.99,0.02
0,73325,65908,19532,grid,moore,100,5,15,one-to-one,0.25,73325,1,0,1.0,0.0
0,70819,118528,32184,grid,moore,100,5,15,one-to-one,0.25,70819,1,0,1.0,0.0
0,60598,75988,23600,grid,moore,100,5,15,one-to-one,0.25,60598,1,0,1.0,0.0
0,84514,58038,18628,grid,moore,100,5,15,one-to-one,0.25,84514,3,2,0.98,0.04
0,25459,49102,17579,grid,moore,100,5,15,one-to-one,0.25,25459,1,0,1.0,0.0
0,31284,72786,27119,grid,moore,100,5,15,one-to-one,0.25,31284,1,0,1.0,0.0
0,33580,67339,21131,grid,moore,100,5,15,one-to-one,0.25,33580,3,1,0.94,0.085
0,96780,60555,20134,grid,moore,100,5,15,one-to-one,0.25,96780,2,1,0.99,0.02
0,31705,54701,14510,grid,moore,100,5,15,one-to-one,0.25,31705,3,2,0.98,0.04
0,80870,66648,16495,grid,moore,100,5,15,one-to-one,0.25,80870,4,2,0.93,0.11
0,65453,104144,31264,grid,moore,100,5,15,one-to-one,0.25,65453,1,0,1.0,0.0
0,82125,97570,32795,grid,moore,100,5,15,one-to-one,0.25,82125,2,1,0.99,0.02
0,28162,61838,21876,grid,moore,100,5,15,one-to-one,0.25,28162,2,0,0.98,0.035
0,58743,70574,21676,grid,moore,100,5,15,one-to-one,0.25,58743,1,0,1.0,0.0
0,49899,111283,33555,grid,moore,100,5,15,one-to-one,0.25,49899,2,0,0.98,0.035
0,33109,71314,25574,grid,moore,100,5,15,one-to-one,0.25,33109,2,1,0.99,0.02
0,63569,82509,21355,grid,moore,100,5,15,one-to-one,0.25,63569,4,2,0.92,0.115
0,29474,52840,19177,grid,moore,100,5,15,one-to-one,0.25,29474,1,0,1.0,0.0
0,66202,66381,21171,grid,moore,100,5,15,one-to-one,0.25,66202,1,0,1.0,0.0
0,21504,79066,22603,grid,moore,100,5,15,one-to-one,0.25,21504,2,1,0.99,0.02
0,10681,70366,23654,grid,moore,100,5,15,one-to-one,0.25,10681,3,1,0.95,0.08
0,93847,65328,23665,grid,moore,100,5,15,one-to-one,0.25,93847,1,0,1.0,0.0
0,22029,62338,20866,grid,moore,100,5,15,one-to-one,0.25,22029,2,1,0.99,0.02
0,76061,59443,18383,grid,moore,100,5,15,one-to-one,0.25,76061,2,1,0.99,0.02
0,38182,63095,19924,grid,moore,100,5,15,one-to-one,0.25,38182,2,0,0.94,0.07
0,30919,66842,22764,grid,moore,100,5,15,one-to-one,0.25,30919,2,1,0.99,0.02
0,13524,76417,28409,grid,moore,100,5,15,one-to-one,0.25,13524,1,0,1.0,0.0
0,44134,73025,24258,grid,moore,100,5,15,one-to-one,0.25,44134,3,2,0.98,0.04
0,84589,79178,23600,grid,moore,100,5,15,one-to-one,0.25,84589,3,1,0.96,0.065
0,46898,89669,27300,grid,moore,100,5,15,one-to-one,0.25,46898,2,0,0.94,0.095
0,27080,57710,18949,grid,moore,100,5,15,one-to-one,0.25,27080,2,0,0.98,0.035
0,93357,75211,25854,grid,moore,100,5,15,one-to-one,0.25,93357,1,0,1.0,0.0
0,63400,57919,18053,grid,moore,100,5,15,one-to-one,0.25,63400,1,0,1.0,0.0
0,22849,47260,13664,grid,moore,100,5,15,one-to-one,0.25,22849,4,0,0.92,0.13
0,31988,93850,30700,grid,moore,100,5,15,one-to-one,0.25,31988,2,1,0.99,0.02
0,74097,64383,18650,grid,moore,100,5,15,one-to-one,0.25,74097,3,0,0.96,0.07
0,56807,45933,14517,grid,moore,100,5,15,one-to-one,0.25,56807,3,0,0.94,0.09
