index,Seed,Ticks,SuccessfulInfluence,Topology,neighborhood,num_agents,num_features,num_traits,communication_regime,homophily,seed,Regions,Isolates,Homogeneity,AverageDistance
0,59520,6481,5203,grid,moore,100,5,15,one-to-many,0.125,59520,3,1,0.91,0.1
0,36241,6594,5350,grid,moore,100,5,15,one-to-many,0.125,36241,2,0,0.98,0.035
0,62039,6803,5893,grid,moore,100,5,15,one-to-many,0.125,62039,4,2,0.96,0.075
0,49836,8996,7213,grid,moore,100,5,15,one-to-many,0.125,49836,2,0,0.98,0.035
0,71520,7058,6501,grid,moore,100,5,15,one-to-many,0.125,71520,1,0,1.0,0.0
0,91605,10821,9696,grid,moore,100,5,15,one-to-many,0.125,91605,3,2,0.98,0.04
0,95399,7316,6327,grid,moore,100,5,15,one-to-many,0.125,95399,2,1,0.99,0.02
0,38684,6800,6015,grid,moore,100,5,15,one-to-many,0.125,38684,3,1,0.96,0.065
0,52350,6879,5771,grid,moore,100,5,15,one-to-many,0.125,52350,2,0,0.98,0.035
0,28358,6755,6252,grid,moore,100,5,15,one-to-many,0.125,28358,1,0,1.0,0.0
0,83323,6971,5881,grid,moore,100,5,15,one-to-many,0.125,83323,3,2,0.98,0.04
0,99718,6163,5525,grid,moore,100,5,15,one-to-many,0.125,99718,1,0,1.0,0.0
0,28745,7074,5824,grid,moore,100,5,15,one-to-many,0.125,28745,3,0,0.94,0.0875
0,55491,6671,5675,grid,moore,100,5,15,one-to-many,0.125,55491,1,0,1.0,0.0
0,88912,7907,6902,grid,moore,100,5,15,one-to-many,0.125,88912,2,1,0.99,0.02
0,16791,7014,5806,grid,moore,100,5,15,one-to-many,0.125,16791,2,0,0.94,0.075
0,40911,8095,6985,grid,moore,100,5,15,one-to-many,0.125,40911,5,4,0.96,0.0775
0,62133,8071,6841,grid,moore,100,5,15,one-to-many,0.125,62133,1,0,1.0,0.0
0,43437,5830,5010,grid,moore,100,5,15,one-to-many,0.125,43437,3,1,0.97,0.055
0,52481,8164,6704,grid,moore,100,5,15,one-to-many,0.125,52481,3,1,0.97,0.055
0,96409,7733,6762,grid,moore,100,5,15,one-to-many,0.125,96409,3,2,0.98,0.04
0,34781,7593,4842,grid,moore,100,5,15,one-to-many,0.125,34781,9,5,0.81,0.27
0,46475,10506,8604,grid,moore,100,5,15,one-to-many,0.125,46475,3,0,0.95,0.085
0,71240,7705,6886,grid,moore,100,5,15,one-to-many,0.125,71240,2,0,0.96,0.065
0,63272,9334,8193,grid,moore,100,5,15,one-to-many,0.125,63272,3,0,0.96,0.07
0,47920,11287,4751,grid,moore,100,5,15,one-to-many,0.125,47920,5,1,0.55,0.3925
0,43626,8871,7558,grid,moore,100,5,15,one-to-many,0.125,43626,3,1,0.97,0.055
